msa_name,msa_code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Iowa City, IA",26980,177100.0,169900.0,174200.0,187300.0,193500.0,186600.0,222200.0,218500.0,225300.0,241600.0,256050.0,270500.0
"Ithaca, NY",27060,167600.0,168500.0,174600.0,173100.0,182100.0,195100.0,201400.0,205300.0,215800.0,205700.0,233450.0,261200.0
"Jackson, MI",27100,116600.0,107200.0,103300.0,111000.0,109400.0,127800.0,123700.0,131300.0,137300.0,142900.0,156350.0,169800.0
"Jackson, MS",27140,128200.0,134300.0,133900.0,121200.0,135400.0,145300.0,141900.0,147700.0,151400.0,153800.0,165950.0,178100.0
"Jackson, TN",27180,111900.0,110600.0,108900.0,115800.0,108200.0,129200.0,126400.0,121900.0,124300.0,121400.0,140050.0,158700.0
"Jacksonville, FL",27260,170900.0,158500.0,147400.0,152200.0,159100.0,172800.0,187600.0,205100.0,217200.0,230100.0,255350.0,280600.0
"Jacksonville, NC",27340,149600.0,153100.0,154200.0,157000.0,156800.0,147400.0,151500.0,158600.0,154900.0,165300.0,177800.0,190300.0
"Janesville-Beloit, WI",27500,137000.0,133300.0,129300.0,125400.0,135100.0,133300.0,138800.0,142700.0,151400.0,162800.0,178150.0,193500.0
"Jefferson City, MO",27620,133900.0,137500.0,139000.0,126600.0,145500.0,151500.0,148500.0,155200.0,160900.0,164200.0,172000.0,179800.0
"Johnson City, TN",27740,128100.0,131500.0,128400.0,128500.0,129600.0,137800.0,145100.0,146500.0,158600.0,156400.0,170500.0,184600.0
"Johnstown, PA",27780,86200.0,88100.0,85400.0,85300.0,88800.0,89100.0,93400.0,91600.0,94600.0,96800.0,99500.0,102200.0
"Jonesboro, AR",27860,105000.0,101500.0,112600.0,112700.0,117000.0,122100.0,119800.0,127800.0,131700.0,144900.0,153600.0,162300.0
"Joplin, MO",27900,97000.0,104000.0,101600.0,108900.0,109300.0,123300.0,114600.0,119700.0,126100.0,127800.0,138650.0,149500.0
"Kahului-Wailuku-Lahaina, HI",27980,597100.0,527900.0,478900.0,471800.0,534300.0,569300.0,600800.0,641500.0,629500.0,697900.0,721150.0,744400.0
